Date,Interval,Calls,#_day_of_week,day_of_week,#_intervals,#_int_in_hour,Calls\hours,Month,Year
2015-12-31,282,0,3,Thursday,3,0.75,0,12,2015
2016-01-01,4560,0,4,Friday,96,24.0,0,1,2016
2016-01-02,4560,645,5,Saturday,96,24.0,26,1,2016
2016-01-03,4560,0,6,Sunday,96,24.0,0,1,2016
2016-01-04,4560,1661,0,Monday,96,24.0,69,1,2016
2016-01-05,4560,998,1,Tuesday,96,24.0,41,1,2016
2016-01-06,4560,0,2,Wednesday,96,24.0,0,1,2016
2016-01-07,4560,1055,3,Thursday,96,24.0,43,1,2016
2016-01-08,4560,789,4,Friday,96,24.0,32,1,2016
2016-01-09,4560,322,5,Saturday,96,24.0,13,1,2016
2016-01-10,4560,0,6,Sunday,96,24.0,0,1,2016
2016-01-11,4560,842,0,Monday,96,24.0,35,1,2016
2016-01-12,4560,696,1,Tuesday,96,24.0,29,1,2016
2016-01-13,4560,872,2,Wednesday,96,24.0,36,1,2016
2016-01-14,4560,575,3,Thursday,96,24.0,23,1,2016
2016-01-15,4560,572,4,Friday,96,24.0,23,1,2016
2016-01-16,4560,348,5,Saturday,96,24.0,14,1,2016
2016-01-17,4560,0,6,Sunday,96,24.0,0,1,2016
2016-01-18,4560,754,0,Monday,96,24.0,31,1,2016
2016-01-19,4560,621,1,Tuesday,96,24.0,25,1,2016
2016-01-20,4560,601,2,Wednesday,96,24.0,25,1,2016
2016-01-21,4560,674,3,Thursday,96,24.0,28,1,2016
2016-01-22,4560,605,4,Friday,96,24.0,25,1,2016
2016-01-23,4560,234,5,Saturday,96,24.0,9,1,2016
2016-01-24,4560,0,6,Sunday,96,24.0,0,1,2016
2016-01-25,4560,593,0,Monday,96,24.0,24,1,2016
2016-01-26,4560,535,1,Tuesday,96,24.0,22,1,2016
2016-01-27,4560,495,2,Wednesday,96,24.0,20,1,2016
2016-01-28,4560,513,3,Thursday,96,24.0,21,1,2016
2016-01-29,4560,468,4,Friday,96,24.0,19,1,2016
2016-01-30,4560,144,5,Saturday,96,24.0,6,1,2016
2016-01-31,4560,0,6,Sunday,96,24.0,0,1,2016
2016-02-01,4560,555,0,Monday,96,24.0,23,2,2016
2016-02-02,4560,536,1,Tuesday,96,24.0,22,2,2016
2016-02-03,4560,504,2,Wednesday,96,24.0,21,2,2016
2016-02-04,4560,420,3,Thursday,96,24.0,17,2,2016
2016-02-05,4560,355,4,Friday,96,24.0,14,2,2016
2016-02-06,4560,127,5,Saturday,96,24.0,5,2,2016
2016-02-07,4560,0,6,Sunday,96,24.0,0,2,2016
2016-02-08,4560,487,0,Monday,96,24.0,20,2,2016
2016-02-09,4560,359,1,Tuesday,96,24.0,14,2,2016
2016-02-10,4560,394,2,Wednesday,96,24.0,16,2,2016
2016-02-11,4560,409,3,Thursday,96,24.0,17,2,2016
2016-02-12,4560,348,4,Friday,96,24.0,14,2,2016
2016-02-13,4560,109,5,Saturday,96,24.0,4,2,2016
2016-02-14,4560,0,6,Sunday,96,24.0,0,2,2016
2016-02-15,4560,451,0,Monday,96,24.0,18,2,2016
2016-02-16,4560,393,1,Tuesday,96,24.0,16,2,2016
2016-02-17,4560,404,2,Wednesday,96,24.0,16,2,2016
2016-02-18,4560,340,3,Thursday,96,24.0,14,2,2016
2016-02-19,4560,333,4,Friday,96,24.0,13,2,2016
2016-02-20,4560,97,5,Saturday,96,24.0,4,2,2016
2016-02-21,4560,0,6,Sunday,96,24.0,0,2,2016
2016-02-22,4560,390,0,Monday,96,24.0,16,2,2016
2016-02-23,4560,310,1,Tuesday,96,24.0,12,2,2016
2016-02-24,4560,280,2,Wednesday,96,24.0,11,2,2016
2016-02-25,4560,347,3,Thursday,96,24.0,14,2,2016
2016-02-26,4560,282,4,Friday,96,24.0,11,2,2016
2016-02-27,4560,117,5,Saturday,96,24.0,4,2,2016
2016-02-28,4560,0,6,Sunday,96,24.0,0,2,2016
2016-02-29,4560,356,0,Monday,96,24.0,14,2,2016
2016-03-01,4560,352,1,Tuesday,96,24.0,14,3,2016
2016-03-02,4560,337,2,Wednesday,96,24.0,14,3,2016
2016-03-03,4560,390,3,Thursday,96,24.0,16,3,2016
2016-03-04,4560,328,4,Friday,96,24.0,13,3,2016
2016-03-05,4560,108,5,Saturday,96,24.0,4,3,2016
2016-03-06,4560,0,6,Sunday,96,24.0,0,3,2016
2016-03-07,4560,344,0,Monday,96,24.0,14,3,2016
2016-03-08,4560,343,1,Tuesday,96,24.0,14,3,2016
2016-03-09,4560,325,2,Wednesday,96,24.0,13,3,2016
2016-03-10,4560,329,3,Thursday,96,24.0,13,3,2016
2016-03-11,4560,332,4,Friday,96,24.0,13,3,2016
2016-03-12,4560,91,5,Saturday,96,24.0,3,3,2016
2016-03-13,4560,0,6,Sunday,96,24.0,0,3,2016
2016-03-14,4560,428,0,Monday,96,24.0,17,3,2016
2016-03-15,4560,368,1,Tuesday,96,24.0,15,3,2016
2016-03-16,4560,382,2,Wednesday,96,24.0,15,3,2016
2016-03-17,4560,292,3,Thursday,96,24.0,12,3,2016
2016-03-18,4560,291,4,Friday,96,24.0,12,3,2016
2016-03-19,4560,87,5,Saturday,96,24.0,3,3,2016
2016-03-20,4560,3,6,Sunday,96,24.0,0,3,2016
2016-03-21,4560,339,0,Monday,96,24.0,14,3,2016
2016-03-22,4560,291,1,Tuesday,96,24.0,12,3,2016
2016-03-23,4560,298,2,Wednesday,96,24.0,12,3,2016
2016-03-24,4560,118,3,Thursday,96,24.0,4,3,2016
2016-03-25,4560,0,4,Friday,96,24.0,0,3,2016
2016-03-26,4560,74,5,Saturday,96,24.0,3,3,2016
2016-03-27,4560,0,6,Sunday,96,24.0,0,3,2016
2016-03-28,4560,191,0,Monday,96,24.0,7,3,2016
2016-03-29,4560,276,1,Tuesday,96,24.0,11,3,2016
2016-03-30,4560,211,2,Wednesday,96,24.0,8,3,2016
2016-03-31,4560,204,3,Thursday,96,24.0,8,3,2016
2016-04-01,4560,197,4,Friday,96,24.0,8,4,2016
2016-04-02,4560,94,5,Saturday,96,24.0,3,4,2016
2016-04-03,4560,0,6,Sunday,96,24.0,0,4,2016
2016-04-04,4560,242,0,Monday,96,24.0,10,4,2016
2016-04-05,4560,259,1,Tuesday,96,24.0,10,4,2016
2016-04-06,4560,246,2,Wednesday,96,24.0,10,4,2016
2016-04-07,4560,251,3,Thursday,96,24.0,10,4,2016
2016-04-08,4560,224,4,Friday,96,24.0,9,4,2016
2016-04-09,4560,94,5,Saturday,96,24.0,3,4,2016
2016-04-10,4560,0,6,Sunday,96,24.0,0,4,2016
2016-04-11,4560,261,0,Monday,96,24.0,10,4,2016
2016-04-12,4560,254,1,Tuesday,96,24.0,10,4,2016
2016-04-13,4560,239,2,Wednesday,96,24.0,9,4,2016
2016-04-14,4560,219,3,Thursday,96,24.0,9,4,2016
2016-04-15,4560,213,4,Friday,96,24.0,8,4,2016
2016-04-16,4560,83,5,Saturday,96,24.0,3,4,2016
2016-04-17,4560,0,6,Sunday,96,24.0,0,4,2016
2016-04-18,4560,274,0,Monday,96,24.0,11,4,2016
2016-04-19,4560,246,1,Tuesday,96,24.0,10,4,2016
2016-04-20,4560,263,2,Wednesday,96,24.0,10,4,2016
2016-04-21,4560,257,3,Thursday,96,24.0,10,4,2016
2016-04-22,4560,220,4,Friday,96,24.0,9,4,2016
2016-04-23,4560,95,5,Saturday,96,24.0,3,4,2016
2016-04-24,4560,0,6,Sunday,96,24.0,0,4,2016
2016-04-25,4560,296,0,Monday,96,24.0,12,4,2016
2016-04-26,4560,253,1,Tuesday,96,24.0,10,4,2016
2016-04-27,4560,251,2,Wednesday,96,24.0,10,4,2016
2016-04-28,4560,228,3,Thursday,96,24.0,9,4,2016
2016-04-29,4560,241,4,Friday,96,24.0,10,4,2016
2016-04-30,4560,109,5,Saturday,96,24.0,4,4,2016
2016-05-01,4560,0,6,Sunday,96,24.0,0,5,2016
2016-05-02,4560,206,0,Monday,96,24.0,8,5,2016
2016-05-03,4560,282,1,Tuesday,96,24.0,11,5,2016
2016-05-04,4560,241,2,Wednesday,96,24.0,10,5,2016
2016-05-05,4560,265,3,Thursday,96,24.0,11,5,2016
2016-05-06,4560,253,4,Friday,96,24.0,10,5,2016
2016-05-07,4560,86,5,Saturday,96,24.0,3,5,2016
2016-05-08,4560,0,6,Sunday,96,24.0,0,5,2016
2016-05-09,4560,271,0,Monday,96,24.0,11,5,2016
2016-05-10,4560,250,1,Tuesday,96,24.0,10,5,2016
2016-05-11,4560,288,2,Wednesday,96,24.0,12,5,2016
2016-05-12,4560,264,3,Thursday,96,24.0,11,5,2016
2016-05-13,4560,228,4,Friday,96,24.0,9,5,2016
2016-05-14,4560,84,5,Saturday,96,24.0,3,5,2016
2016-05-15,4560,0,6,Sunday,96,24.0,0,5,2016
2016-05-16,4560,215,0,Monday,96,24.0,8,5,2016
2016-05-17,4560,244,1,Tuesday,96,24.0,10,5,2016
2016-05-18,4560,254,2,Wednesday,96,24.0,10,5,2016
2016-05-19,4560,256,3,Thursday,96,24.0,10,5,2016
2016-05-20,4560,234,4,Friday,96,24.0,9,5,2016
2016-05-21,4560,77,5,Saturday,96,24.0,3,5,2016
2016-05-22,4560,0,6,Sunday,96,24.0,0,5,2016
2016-05-23,4560,270,0,Monday,96,24.0,11,5,2016
2016-05-24,4560,227,1,Tuesday,96,24.0,9,5,2016
2016-05-25,4560,227,2,Wednesday,96,24.0,9,5,2016
2016-05-26,4560,217,3,Thursday,96,24.0,9,5,2016
2016-05-27,4560,183,4,Friday,96,24.0,7,5,2016
2016-05-28,4560,81,5,Saturday,96,24.0,3,5,2016
2016-05-29,4560,0,6,Sunday,96,24.0,0,5,2016
2016-05-30,4560,267,0,Monday,96,24.0,11,5,2016
2016-05-31,4560,227,1,Tuesday,96,24.0,9,5,2016
2016-06-01,4560,232,2,Wednesday,96,24.0,9,6,2016
2016-06-02,4560,232,3,Thursday,96,24.0,9,6,2016
2016-06-03,4560,189,4,Friday,96,24.0,7,6,2016
2016-06-04,4560,66,5,Saturday,96,24.0,2,6,2016
2016-06-05,4560,0,6,Sunday,96,24.0,0,6,2016
2016-06-06,4560,202,0,Monday,96,24.0,8,6,2016
2016-06-07,4560,222,1,Tuesday,96,24.0,9,6,2016
2016-06-08,4560,225,2,Wednesday,96,24.0,9,6,2016
2016-06-09,4560,220,3,Thursday,96,24.0,9,6,2016
2016-06-10,4560,186,4,Friday,96,24.0,7,6,2016
2016-06-11,4560,76,5,Saturday,96,24.0,3,6,2016
2016-06-12,4560,0,6,Sunday,96,24.0,0,6,2016
2016-06-13,4560,249,0,Monday,96,24.0,10,6,2016
2016-06-14,4560,239,1,Tuesday,96,24.0,9,6,2016
2016-06-15,4560,300,2,Wednesday,96,24.0,12,6,2016
2016-06-16,4560,282,3,Thursday,96,24.0,11,6,2016
2016-06-17,4560,484,4,Friday,96,24.0,20,6,2016
2016-06-18,4560,169,5,Saturday,96,24.0,7,6,2016
2016-06-19,4560,0,6,Sunday,96,24.0,0,6,2016
2016-06-20,4560,414,0,Monday,96,24.0,17,6,2016
2016-06-21,4560,374,1,Tuesday,96,24.0,15,6,2016
2016-06-22,4560,333,2,Wednesday,96,24.0,13,6,2016
2016-06-23,4560,323,3,Thursday,96,24.0,13,6,2016
2016-06-24,4560,277,4,Friday,96,24.0,11,6,2016
2016-06-25,4560,122,5,Saturday,96,24.0,5,6,2016
2016-06-26,4560,0,6,Sunday,96,24.0,0,6,2016
2016-06-27,4560,415,0,Monday,96,24.0,17,6,2016
2016-06-28,4560,371,1,Tuesday,96,24.0,15,6,2016
2016-06-29,4560,415,2,Wednesday,96,24.0,17,6,2016
2016-06-30,4560,352,3,Thursday,96,24.0,14,6,2016
2016-07-01,4560,408,4,Friday,96,24.0,17,7,2016
2016-07-02,4560,151,5,Saturday,96,24.0,6,7,2016
2016-07-03,4560,0,6,Sunday,96,24.0,0,7,2016
2016-07-04,4560,421,0,Monday,96,24.0,17,7,2016
2016-07-05,4560,443,1,Tuesday,96,24.0,18,7,2016
2016-07-06,4560,435,2,Wednesday,96,24.0,18,7,2016
2016-07-07,4560,408,3,Thursday,96,24.0,17,7,2016
2016-07-08,4560,376,4,Friday,96,24.0,15,7,2016
2016-07-09,4560,139,5,Saturday,96,24.0,5,7,2016
2016-07-10,4560,0,6,Sunday,96,24.0,0,7,2016
2016-07-11,4560,435,0,Monday,96,24.0,18,7,2016
2016-07-12,4560,469,1,Tuesday,96,24.0,19,7,2016
2016-07-13,4560,456,2,Wednesday,96,24.0,19,7,2016
2016-07-14,4560,422,3,Thursday,96,24.0,17,7,2016
2016-07-15,4560,341,4,Friday,96,24.0,14,7,2016
2016-07-16,4560,140,5,Saturday,96,24.0,5,7,2016
2016-07-17,4560,0,6,Sunday,96,24.0,0,7,2016
2016-07-18,4560,416,0,Monday,96,24.0,17,7,2016
2016-07-19,4560,406,1,Tuesday,96,24.0,16,7,2016
2016-07-20,4560,386,2,Wednesday,96,24.0,16,7,2016
2016-07-21,4560,433,3,Thursday,96,24.0,18,7,2016
2016-07-22,4560,359,4,Friday,96,24.0,14,7,2016
2016-07-23,4560,109,5,Saturday,96,24.0,4,7,2016
2016-07-24,4560,0,6,Sunday,96,24.0,0,7,2016
2016-07-25,4560,377,0,Monday,96,24.0,15,7,2016
2016-07-26,4560,378,1,Tuesday,96,24.0,15,7,2016
2016-07-27,4560,366,2,Wednesday,96,24.0,15,7,2016
2016-07-28,4560,419,3,Thursday,96,24.0,17,7,2016
2016-07-29,4560,349,4,Friday,96,24.0,14,7,2016
2016-07-30,4560,86,5,Saturday,96,24.0,3,7,2016
2016-07-31,4560,0,6,Sunday,96,24.0,0,7,2016
2016-08-01,4560,423,0,Monday,96,24.0,17,8,2016
2016-08-02,4560,338,1,Tuesday,96,24.0,14,8,2016
2016-08-03,4560,338,2,Wednesday,96,24.0,14,8,2016
2016-08-04,4560,367,3,Thursday,96,24.0,15,8,2016
2016-08-05,4560,287,4,Friday,96,24.0,11,8,2016
2016-08-06,4560,81,5,Saturday,96,24.0,3,8,2016
2016-08-07,4560,0,6,Sunday,96,24.0,0,8,2016
2016-08-08,4560,371,0,Monday,96,24.0,15,8,2016
2016-08-09,4560,345,1,Tuesday,96,24.0,14,8,2016
2016-08-10,4560,357,2,Wednesday,96,24.0,14,8,2016
2016-08-11,4560,321,3,Thursday,96,24.0,13,8,2016
2016-08-12,4560,293,4,Friday,96,24.0,12,8,2016
2016-08-13,4560,78,5,Saturday,96,24.0,3,8,2016
2016-08-14,4560,0,6,Sunday,96,24.0,0,8,2016
2016-08-15,4560,0,0,Monday,96,24.0,0,8,2016
2016-08-16,4560,413,1,Tuesday,96,24.0,17,8,2016
2016-08-17,4560,308,2,Wednesday,96,24.0,12,8,2016
2016-08-18,4560,306,3,Thursday,96,24.0,12,8,2016
2016-08-19,4560,246,4,Friday,96,24.0,10,8,2016
2016-08-20,4560,61,5,Saturday,96,24.0,2,8,2016
2016-08-21,4560,0,6,Sunday,96,24.0,0,8,2016
2016-08-22,4560,319,0,Monday,96,24.0,13,8,2016
2016-08-23,4560,309,1,Tuesday,96,24.0,12,8,2016
2016-08-24,4560,302,2,Wednesday,96,24.0,12,8,2016
2016-08-25,4560,257,3,Thursday,96,24.0,10,8,2016
2016-08-26,4560,237,4,Friday,96,24.0,9,8,2016
2016-08-27,4560,89,5,Saturday,96,24.0,3,8,2016
2016-08-28,4560,0,6,Sunday,96,24.0,0,8,2016
2016-08-29,4560,298,0,Monday,96,24.0,12,8,2016
2016-08-30,4560,256,1,Tuesday,96,24.0,10,8,2016
2016-08-31,4560,250,2,Wednesday,96,24.0,10,8,2016
2016-09-01,4560,245,3,Thursday,96,24.0,10,9,2016
2016-09-02,4560,212,4,Friday,96,24.0,8,9,2016
2016-09-03,4560,86,5,Saturday,96,24.0,3,9,2016
2016-09-04,4560,0,6,Sunday,96,24.0,0,9,2016
2016-09-05,4560,206,0,Monday,96,24.0,8,9,2016
2016-09-06,4560,208,1,Tuesday,96,24.0,8,9,2016
2016-09-07,4560,180,2,Wednesday,96,24.0,7,9,2016
2016-09-08,4560,167,3,Thursday,96,24.0,6,9,2016
2016-09-09,4560,203,4,Friday,96,24.0,8,9,2016
2016-09-10,4560,65,5,Saturday,96,24.0,2,9,2016
2016-09-11,4560,0,6,Sunday,96,24.0,0,9,2016
2016-09-12,4560,200,0,Monday,96,24.0,8,9,2016
2016-09-13,4560,214,1,Tuesday,96,24.0,8,9,2016
2016-09-14,4560,203,2,Wednesday,96,24.0,8,9,2016
2016-09-15,4560,195,3,Thursday,96,24.0,8,9,2016
2016-09-16,4560,207,4,Friday,96,24.0,8,9,2016
2016-09-17,4560,78,5,Saturday,96,24.0,3,9,2016
2016-09-18,4560,0,6,Sunday,96,24.0,0,9,2016
2016-09-19,4560,229,0,Monday,96,24.0,9,9,2016
2016-09-20,4560,194,1,Tuesday,96,24.0,8,9,2016
2016-09-21,4560,252,2,Wednesday,96,24.0,10,9,2016
2016-09-22,4560,221,3,Thursday,96,24.0,9,9,2016
2016-09-23,4560,229,4,Friday,96,24.0,9,9,2016
2016-09-24,4560,86,5,Saturday,96,24.0,3,9,2016
2016-09-25,4560,0,6,Sunday,96,24.0,0,9,2016
2016-09-26,4560,241,0,Monday,96,24.0,10,9,2016
2016-09-27,4560,207,1,Tuesday,96,24.0,8,9,2016
2016-09-28,4560,215,2,Wednesday,96,24.0,8,9,2016
2016-09-29,4560,213,3,Thursday,96,24.0,8,9,2016
2016-09-30,4560,219,4,Friday,96,24.0,9,9,2016
2016-10-01,4560,76,5,Saturday,96,24.0,3,10,2016
2016-10-02,4560,0,6,Sunday,96,24.0,0,10,2016
2016-10-03,4560,283,0,Monday,96,24.0,11,10,2016
2016-10-04,4560,246,1,Tuesday,96,24.0,10,10,2016
2016-10-05,4560,258,2,Wednesday,96,24.0,10,10,2016
2016-10-06,4560,242,3,Thursday,96,24.0,10,10,2016
2016-10-07,4560,212,4,Friday,96,24.0,8,10,2016
2016-10-08,4560,99,5,Saturday,96,24.0,4,10,2016
2016-10-09,4560,0,6,Sunday,96,24.0,0,10,2016
2016-10-10,4560,256,0,Monday,96,24.0,10,10,2016
2016-10-11,4560,260,1,Tuesday,96,24.0,10,10,2016
2016-10-12,4560,0,2,Wednesday,96,24.0,0,10,2016
2016-10-13,4560,336,3,Thursday,96,24.0,14,10,2016
2016-10-14,4560,326,4,Friday,96,24.0,13,10,2016
2016-10-15,4560,121,5,Saturday,96,24.0,5,10,2016
2016-10-16,4560,0,6,Sunday,96,24.0,0,10,2016
2016-10-17,4560,390,0,Monday,96,24.0,16,10,2016
2016-10-18,4560,323,1,Tuesday,96,24.0,13,10,2016
2016-10-19,4560,314,2,Wednesday,96,24.0,13,10,2016
2016-10-20,4560,284,3,Thursday,96,24.0,11,10,2016
2016-10-21,4560,269,4,Friday,96,24.0,11,10,2016
2016-10-22,4560,71,5,Saturday,96,24.0,2,10,2016
2016-10-23,4560,0,6,Sunday,96,24.0,0,10,2016
2016-10-24,4560,369,0,Monday,96,24.0,15,10,2016
2016-10-25,4560,336,1,Tuesday,96,24.0,14,10,2016
2016-10-26,4560,327,2,Wednesday,96,24.0,13,10,2016
2016-10-27,4560,291,3,Thursday,96,24.0,12,10,2016
2016-10-28,4560,269,4,Friday,96,24.0,11,10,2016
2016-10-29,4560,114,5,Saturday,96,24.0,4,10,2016
2016-10-30,4554,0,6,Sunday,92,23.0,0,10,2016
2016-10-31,4560,295,0,Monday,96,24.0,12,10,2016
2016-11-01,4560,0,1,Tuesday,96,24.0,0,11,2016
2016-11-02,4560,315,2,Wednesday,96,24.0,13,11,2016
2016-11-03,4560,297,3,Thursday,96,24.0,12,11,2016
2016-11-04,4560,297,4,Friday,96,24.0,12,11,2016
2016-11-05,4560,122,5,Saturday,96,24.0,5,11,2016
2016-11-06,4560,0,6,Sunday,96,24.0,0,11,2016
2016-11-07,4560,379,0,Monday,96,24.0,15,11,2016
2016-11-08,4560,334,1,Tuesday,96,24.0,13,11,2016
2016-11-09,4560,282,2,Wednesday,96,24.0,11,11,2016
2016-11-10,4560,337,3,Thursday,96,24.0,14,11,2016
2016-11-11,4560,284,4,Friday,96,24.0,11,11,2016
2016-11-12,4560,122,5,Saturday,96,24.0,5,11,2016
2016-11-13,4560,0,6,Sunday,96,24.0,0,11,2016
2016-11-14,4560,336,0,Monday,96,24.0,14,11,2016
2016-11-15,4560,377,1,Tuesday,96,24.0,15,11,2016
2016-11-16,4560,308,2,Wednesday,96,24.0,12,11,2016
2016-11-17,4560,261,3,Thursday,96,24.0,10,11,2016
2016-11-18,4560,321,4,Friday,96,24.0,13,11,2016
2016-11-19,4560,103,5,Saturday,96,24.0,4,11,2016
2016-11-20,4560,0,6,Sunday,96,24.0,0,11,2016
2016-11-21,4560,306,0,Monday,96,24.0,12,11,2016
2016-11-22,4560,283,1,Tuesday,96,24.0,11,11,2016
2016-11-23,4560,306,2,Wednesday,96,24.0,12,11,2016
2016-11-24,4560,424,3,Thursday,96,24.0,17,11,2016
2016-11-25,4560,2061,4,Friday,96,24.0,85,11,2016
2016-11-26,4560,487,5,Saturday,96,24.0,20,11,2016
2016-11-27,4560,0,6,Sunday,96,24.0,0,11,2016
2016-11-28,4560,1228,0,Monday,96,24.0,51,11,2016
2016-11-29,4560,727,1,Tuesday,96,24.0,30,11,2016
2016-11-30,4560,829,2,Wednesday,96,24.0,34,11,2016
2016-12-01,4560,984,3,Thursday,96,24.0,41,12,2016
2016-12-02,4560,934,4,Friday,96,24.0,38,12,2016
2016-12-03,4560,331,5,Saturday,96,24.0,13,12,2016
2016-12-04,4560,0,6,Sunday,96,24.0,0,12,2016
2016-12-05,4560,1264,0,Monday,96,24.0,52,12,2016
2016-12-06,4560,0,1,Tuesday,96,24.0,0,12,2016
2016-12-07,4560,918,2,Wednesday,96,24.0,38,12,2016
2016-12-08,4560,0,3,Thursday,96,24.0,0,12,2016
2016-12-09,4560,681,4,Friday,96,24.0,28,12,2016
2016-12-10,4560,190,5,Saturday,96,24.0,7,12,2016
2016-12-11,4560,0,6,Sunday,96,24.0,0,12,2016
2016-12-12,4560,719,0,Monday,96,24.0,29,12,2016
2016-12-13,4560,692,1,Tuesday,96,24.0,28,12,2016
2016-12-14,4560,596,2,Wednesday,96,24.0,24,12,2016
2016-12-15,4560,567,3,Thursday,96,24.0,23,12,2016
2016-12-16,4560,566,4,Friday,96,24.0,23,12,2016
2016-12-17,4560,178,5,Saturday,96,24.0,7,12,2016
2016-12-18,4560,0,6,Sunday,96,24.0,0,12,2016
2016-12-19,4560,659,0,Monday,96,24.0,27,12,2016
2016-12-20,4560,559,1,Tuesday,96,24.0,23,12,2016
2016-12-21,4560,581,2,Wednesday,96,24.0,24,12,2016
2016-12-22,4560,499,3,Thursday,96,24.0,20,12,2016
2016-12-23,4560,529,4,Friday,96,24.0,22,12,2016
2016-12-24,4560,208,5,Saturday,96,24.0,8,12,2016
2016-12-25,4560,0,6,Sunday,96,24.0,0,12,2016
2016-12-26,4560,288,0,Monday,96,24.0,12,12,2016
2016-12-27,4560,1124,1,Tuesday,96,24.0,46,12,2016
2016-12-28,4560,957,2,Wednesday,96,24.0,39,12,2016
2016-12-29,4560,976,3,Thursday,96,24.0,40,12,2016
2016-12-30,4560,663,4,Friday,96,24.0,27,12,2016
2016-12-31,4560,213,5,Saturday,96,24.0,8,12,2016
2017-01-01,4560,0,6,Sunday,96,24.0,0,1,2017
2017-01-02,4560,718,0,Monday,96,24.0,29,1,2017
2017-01-03,4560,842,1,Tuesday,96,24.0,35,1,2017
2017-01-04,4560,804,2,Wednesday,96,24.0,33,1,2017
2017-01-05,4560,630,3,Thursday,96,24.0,26,1,2017
2017-01-06,4560,0,4,Friday,96,24.0,0,1,2017
2017-01-07,4560,359,5,Saturday,96,24.0,14,1,2017
